,worker_id,package_id,region_id,weight,operation,label
93,0,7834,1,7.600099770287536,PUT,False
94,0,6229,21,13.890279094775906,PUT,False
95,0,5738,16,9.19649816325428,PUT,False
96,0,6163,46,10.497697271901952,PUT,False
97,0,1224,45,11.478666112682028,PUT,False
98,1,5336,4,8.383187633332406,PUT,False
99,0,843,44,13.024116703990757,PUT,False
100,0,1992,44,8.444996687409926,PUT,False
101,1,7982,30,9.37009468799,PUT,False
102,1,2529,24,8.501792833434047,PUT,False
103,0,6482,6,9.960991215740915,PUT,False
104,1,4546,43,10.389411638989369,PUT,False
105,0,3224,36,10.777215189423464,PUT,False
106,1,2907,11,10.647746508082522,PUT,False
107,1,6566,0,6.842805190241172,PUT,False
108,0,4940,14,12.462645702973738,PUT,False
109,0,6517,28,9.086626895141173,PUT,False
110,1,5549,26,6.4016478981126435,PUT,False
111,0,6016,36,9.523491267187795,PUT,False
112,1,213,36,8.447708760828554,PUT,False
113,0,732,15,12.516198107606838,PUT,False
114,1,5207,7,6.493425437744571,PUT,False
115,1,6896,31,9.555342467497152,PUT,False
116,0,8934,5,8.38026446674248,PUT,False
117,0,5584,2,13.953135676645843,PUT,False
118,1,6147,18,8.019036268436714,PUT,False
119,1,743,32,6.199902361268715,PUT,False
120,1,3489,21,10.692416099524486,PUT,False
121,1,7333,29,10.293281567976635,PUT,False
122,0,8599,30,8.223958900290004,PUT,False
123,1,5230,19,9.435474856619917,PUT,False
124,1,4979,39,8.09496444065896,PUT,False
125,1,5299,8,9.224976807363534,PUT,False
126,1,7411,22,11.8992145288147,PUT,False
127,1,1960,48,8.217021839156832,PUT,False
128,1,4520,5,7.059879767528299,PUT,True
129,0,2659,46,6.779950369849484,PUT,False
130,0,2156,32,11.467522128300912,PUT,False
131,0,7362,1,11.881428469795072,PUT,False
132,1,6992,28,8.912340535573765,PUT,False
133,1,3883,31,11.185955419676274,PUT,False
134,0,5959,10,9.400263428049138,PUT,False
135,0,9247,44,7.2371818762654705,PUT,False
136,0,3055,8,7.527041981834286,PUT,False
137,0,5719,42,7.9678697304372985,PUT,False
138,1,5528,31,7.38826488266004,PUT,False
139,0,6460,30,10.331833036481207,PUT,True
140,1,7497,18,11.559188200568668,PUT,False
141,1,4568,13,8.679561582435722,PUT,False
142,1,8893,22,11.000264754015776,PUT,False
143,0,534,42,5.286335719972763,PUT,False
144,0,297,17,11.4427681045605,PUT,False
145,1,8470,34,10.020645655601724,PUT,False
146,1,7402,20,10.237931592707938,PUT,False
147,0,1345,20,8.144542729843517,PUT,False
148,1,9220,21,11.960387920325875,PUT,False
149,1,9809,46,11.63210526710832,PUT,False
150,1,6350,19,7.411338368421514,PUT,False
151,0,1861,33,10.07493701775556,PUT,False
152,1,2729,23,11.336032974488761,PUT,False
153,0,9743,42,8.824338057149578,PUT,False
154,1,7884,3,13.63861462078262,PUT,False
155,0,6162,6,9.145867044905616,PUT,False
156,0,1729,7,9.502566698196146,PUT,False
157,1,1909,33,12.122748737680492,PUT,False
158,0,4197,18,11.152976602296764,PUT,False
159,0,8628,39,11.187917323236686,PUT,False
160,1,3500,24,11.476740000121177,PUT,False
161,1,5523,14,12.02213492740938,PUT,False
162,0,8448,42,11.04714381124808,PUT,False
163,0,2225,40,13.556645838469692,PUT,False
164,0,1751,43,7.594295201317047,PUT,False
165,0,2639,13,12.583531946061203,PUT,False
166,1,3353,26,13.298989477635445,PUT,False
167,1,375,35,5.657165907169007,PUT,False
168,1,3826,21,6.999321636658133,PUT,False
169,1,8612,40,11.464176975622589,PUT,False
170,1,6522,31,7.034154413161769,PUT,False
171,1,6523,3,7.921755121466425,PUT,False
172,1,9545,4,10.025204381148239,PUT,False
173,0,2946,28,7.965865032210761,PUT,False
174,0,625,23,10.231212068434353,PUT,False
175,1,4791,2,7.4544279533225355,PUT,False
176,1,3967,4,9.510679609828777,PUT,False
177,0,7943,14,10.60470789564571,PUT,False
178,1,3168,32,12.16026562555616,PUT,False
179,0,1959,34,9.411625503544625,PUT,False
180,1,4911,39,13.05811483375489,PUT,False
181,1,8086,2,8.383028766669895,PUT,False
182,0,1561,24,9.342887743250147,PUT,False
183,0,7464,40,11.422119924655723,PUT,False
184,1,1390,44,12.412313748283683,PUT,False
185,0,3135,35,10.545295562084354,PUT,False
186,0,3770,37,9.16442431142054,PUT,False
187,1,8775,26,9.211107951209115,PUT,False
188,0,8385,18,8.340024683680989,PUT,False
189,0,1543,28,8.248778679367785,PUT,False
190,1,760,4,6.869417618476142,PUT,False
191,1,6005,5,12.766009605561248,PUT,False
192,1,5372,1,8.316180802361252,PUT,False
193,1,550,13,12.65350729451173,PUT,False
194,1,3600,36,6.709511748954298,PUT,False
195,1,5693,21,12.485453999339734,PUT,False
196,0,3587,35,8.351926330533756,PUT,False
197,0,4206,24,11.015591867839957,PUT,False
198,1,2764,31,9.351520931305503,PUT,False
199,1,6655,45,10.331917102657629,PUT,False
200,1,383,7,6.606237380629953,PUT,False
201,1,1067,12,5.263627818189242,PUT,False
202,1,5255,8,10.743642772563222,PUT,False
203,1,5061,21,7.443409447157455,PUT,False
204,0,1558,13,8.695643272942233,PUT,False
205,0,8220,26,11.477972011873876,PUT,False
206,0,3819,20,7.317390705198613,PUT,False
207,0,2341,9,6.158075609853755,PUT,False
208,0,3113,26,12.350325825728756,PUT,False
209,0,951,44,11.315204359851975,PUT,False
210,0,6213,5,13.7223494848305,PUT,False
211,0,9395,2,11.256434972705044,PUT,False
212,0,2350,14,8.746855151342512,PUT,False
213,0,9078,47,8.11572473946235,PUT,False
214,1,6514,33,13.349092643500981,PUT,False
215,0,2379,2,7.31427427889414,PUT,False
216,0,1747,25,11.04498725330225,PUT,False
217,1,2522,30,8.634215564165595,PUT,False
218,0,6415,19,10.127480820446806,PUT,False
219,0,6255,41,8.851629449031329,PUT,False
220,1,8732,48,8.816356874627663,PUT,False
221,1,8908,10,9.963357862258901,PUT,False
222,0,4365,1,5.664295720164203,PUT,False
223,0,6956,31,8.309300926574652,PUT,False
224,1,7818,23,9.735894467009983,PUT,False
225,0,4547,36,12.34414438162233,PUT,False
226,0,3793,28,14.085251784483896,PUT,False
227,1,4867,38,12.277083219483995,PUT,False
228,1,5502,22,7.982095243346955,PUT,False
229,0,2029,6,12.598298866050754,PUT,False
230,0,117,3,13.068953381204244,PUT,False
231,1,5880,9,8.326001118073005,PUT,False
232,0,7148,37,10.899905613670368,PUT,False
233,1,8278,2,13.027764277909245,PUT,False
234,0,324,13,14.529280418127351,PUT,False
235,0,9847,24,8.943597858359206,PUT,False
236,1,6761,25,11.284835686347256,PUT,False
237,0,2887,45,12.742793980122288,PUT,False
238,0,5003,39,10.168590251089595,PUT,False
239,1,193,28,6.755023009709619,PUT,False
240,1,505,18,8.067496389279823,PUT,False
241,1,6639,8,8.992144566420535,PUT,False
242,0,708,44,11.280349121624578,PUT,False
243,1,3863,20,8.37510851242436,PUT,False
244,1,5556,14,7.001096383225114,PUT,False
245,0,8503,25,8.327827429815219,PUT,False
246,0,1484,25,5.4608425100132045,PUT,False
247,1,3969,3,12.852353554898322,PUT,False
248,1,9895,14,6.412088994189993,PUT,False
249,0,186,4,9.232772181560755,PUT,False
250,1,7800,21,12.790931398718726,PUT,False
251,0,7499,8,8.607864603985401,PUT,False
252,1,6973,0,12.319649473684485,PUT,True
253,0,8984,14,10.83584777079553,PUT,False
254,0,8041,7,10.166601896573095,PUT,False
255,0,7130,28,9.7013720435214,PUT,False
256,0,5855,35,11.265774579018776,PUT,False
257,0,5091,24,10.687654026132448,PUT,False
258,1,6864,12,12.522712557142658,PUT,False
259,0,9570,37,7.8613116133335295,PUT,False
260,1,1346,37,5.763551298185634,PUT,False
261,0,6790,49,11.826480776993415,PUT,False
262,0,8596,12,9.295736886727497,PUT,False
263,1,7979,9,12.06011012957139,PUT,False
264,0,4256,27,6.896939742457322,PUT,False
265,0,9685,28,6.707756790771328,PUT,False
266,1,3869,42,10.18713867341089,PUT,False
267,1,2202,24,7.224885870408523,PUT,False
268,1,2654,41,14.165248658037092,PUT,False
269,0,5405,41,13.283097050764534,PUT,False
270,1,8589,2,10.65597259463733,PUT,False
271,1,8298,19,12.793268566980414,PUT,False
272,1,8485,12,5.385704910907204,PUT,False
273,1,8166,11,8.03035802604347,PUT,False
274,0,7431,34,12.787916726205603,PUT,False
275,0,1597,47,12.277760935408118,PUT,False
276,0,2235,38,6.5170434957484344,PUT,False
277,1,6967,5,9.011123432040073,PUT,False
278,1,7974,1,9.778809783271825,PUT,False
279,1,9565,29,7.332318325089402,PUT,False
280,0,4713,31,6.604492920907359,PUT,False
281,1,3871,18,11.89017734965821,PUT,False
282,0,1237,12,9.553840391971505,PUT,False
283,1,6706,33,9.937239188861842,PUT,False
284,0,1548,30,6.775252029953972,PUT,False
285,1,1783,40,11.97197464485987,PUT,False
286,0,3331,1,14.733029970518118,PUT,False
287,1,2158,12,14.598689128861766,PUT,False
288,0,3655,30,10.722574013391899,PUT,False
289,1,9517,7,7.209566254844644,PUT,False
290,1,7163,31,10.507668572656156,PUT,False
291,1,1132,17,13.100210215932115,PUT,False
292,0,4464,23,8.90656171492441,PUT,False
293,0,80,28,8.581341166801938,PUT,False
294,0,8059,31,5.512861554750456,PUT,False
295,1,5312,20,5.888735849173038,PUT,False
296,0,6525,19,7.727741874793249,PUT,False
297,1,7048,31,9.043244187612888,PUT,False
298,1,4404,7,14.377807266681373,PUT,False
299,0,5922,25,7.163063214344186,PUT,False
300,0,1258,8,8.269214420194155,PUT,False
301,0,9256,29,7.399814921165825,PUT,False
302,0,2815,10,5.275088670690107,PUT,False
303,0,4646,16,6.665501636349198,PUT,False
304,0,444,22,6.23061923686504,PUT,False
305,1,5500,11,11.831549129228156,PUT,False
306,0,4531,41,9.967745815437244,PUT,False
307,1,7700,5,14.589541463989466,PUT,False
308,0,1846,15,8.63272659438837,PUT,False
309,0,9140,23,12.654231353382452,PUT,False
310,0,1826,6,14.965936030181028,PUT,False
311,0,6954,3,8.547719691678624,PUT,False
312,0,8433,19,10.60886162832492,PUT,False
313,0,9827,39,6.963260323965044,PUT,False
314,1,8119,14,11.096420199761445,PUT,True
315,0,5407,48,11.619744906131396,PUT,False
316,0,9104,25,8.211745110254267,PUT,False
317,0,9073,37,11.153712711201546,PUT,False
318,0,8040,29,10.029711857127545,PUT,False
319,1,5134,46,14.344048978485771,PUT,False
320,1,8238,32,10.39833491564201,PUT,False
321,1,5243,22,7.789977613205522,PUT,False
322,0,6281,38,9.294096740310488,PUT,False
323,1,5228,12,8.895891388792478,PUT,True
324,1,6136,36,15.57677386293835,PUT,False
325,1,5661,34,8.01983757578235,PUT,False
326,1,4214,16,8.619726849213292,PUT,False
327,0,7601,47,9.423872405006776,PUT,False
328,0,7167,12,11.800907207902291,PUT,False
329,0,1732,6,8.146979263185367,PUT,False
330,0,8321,20,7.783210789802583,PUT,False
331,1,4282,43,7.634813398514258,PUT,False
332,1,3476,28,11.242602175298863,PUT,False
333,0,3062,49,11.898860378789786,PUT,False
334,1,4522,41,10.476227977284823,PUT,False
335,1,8127,21,10.709369863330767,PUT,False
336,0,9963,8,10.394867933922532,PUT,False
337,1,45,12,9.88552560296062,PUT,False
338,0,8530,21,5.746568904036926,PUT,False
339,1,7441,21,13.104343471742446,PUT,False
340,1,2538,2,7.961020964924328,PUT,False
341,0,6270,18,11.012962935072991,PUT,False
342,1,2055,46,9.460175132096225,PUT,False
343,1,6767,29,8.278381987153663,PUT,False
344,1,9693,12,8.438707923908606,PUT,False
345,0,4740,18,7.394841761916689,PUT,False
346,1,9694,11,8.635097680576806,PUT,False
347,0,7277,39,8.552476048916517,PUT,False
348,0,8352,39,10.622571542516638,PUT,False
349,1,279,9,7.081459408234187,PUT,False
350,1,212,21,10.23290922786484,PUT,False
351,0,2982,22,5.810760238503012,PUT,False
352,0,1595,37,6.466419975702018,PUT,False
353,0,610,48,8.354813386323777,PUT,False
354,1,4326,31,10.52321758737483,PUT,False
355,0,4160,43,10.673548855845093,PUT,False
356,0,2143,9,13.254828794830598,PUT,False
357,1,5763,40,12.099073276964841,PUT,False
358,0,5167,46,9.758524484629696,PUT,False
359,1,9900,37,8.181960035908867,PUT,False
360,1,8635,13,11.154087677448212,PUT,False
361,0,4554,28,12.001339591929105,PUT,False
362,0,2013,1,5.386631114440432,PUT,False
363,0,6909,25,11.08442764982503,PUT,False
364,1,6085,9,9.148609107479588,PUT,False
365,1,106,7,8.254052306736856,PUT,False
366,0,1878,46,9.525120274944973,PUT,False
367,1,7944,7,8.336856314145772,PUT,False
368,1,6886,25,11.481364025452748,PUT,False
369,0,2104,43,10.174612414798009,PUT,False
370,1,2673,13,13.925627478026069,PUT,False
371,0,3671,9,12.209939583230213,PUT,False
372,0,956,6,6.2894246172841735,PUT,False
373,1,5250,34,7.745965351609832,PUT,False
374,1,9435,44,6.475972091036548,PUT,False
375,1,526,6,8.676586512811728,PUT,False
376,1,1046,20,11.996097611109219,PUT,False
377,1,8773,5,7.3045393672400865,PUT,False
378,0,5513,49,8.274257266324097,PUT,False
379,0,219,26,12.375939367520337,PUT,False
380,0,415,41,8.660384153596711,PUT,False
381,1,8705,46,8.296865683392195,PUT,False
382,1,9981,1,13.115721790065926,PUT,False
383,1,9398,41,6.40406226841624,PUT,False
384,1,4395,32,11.51983399926767,PUT,False
385,0,6439,12,12.094019056177236,PUT,True
386,1,9534,3,7.09010636812372,PUT,False
387,0,3444,9,12.411691617275434,PUT,False
388,0,2007,49,7.305353628243105,PUT,False
389,1,4892,44,10.974594080116747,PUT,False
390,1,4216,33,11.072731998300302,PUT,False
391,1,3970,39,10.992937493973542,PUT,False
392,0,8437,38,12.725833507573846,PUT,False
393,1,9064,38,12.708234725354835,PUT,False
394,1,889,43,5.4664968657538715,PUT,False
395,1,7102,39,8.743282061956931,PUT,True
396,0,2574,5,9.692205312284862,PUT,False
397,1,9125,32,7.6683434652742095,PUT,False
398,1,9772,8,9.686219712149436,PUT,False
399,0,4397,32,11.764438473742334,PUT,False
400,1,8135,33,11.242985674554454,PUT,False
401,1,7116,39,10.232590734575966,PUT,False
402,1,2821,2,11.259568382298239,PUT,False
403,1,475,22,7.36837169580958,PUT,False
404,1,1806,25,10.64066796354789,PUT,False
405,1,2463,43,7.714943241081687,PUT,False
406,0,5766,41,9.890870277776738,PUT,True
407,1,9551,29,13.404718301334622,PUT,False
408,0,387,4,10.520664721756697,PUT,False
409,1,1811,45,9.617944902727334,PUT,False
410,0,2178,2,8.512511371358556,PUT,False
411,1,5740,38,9.976181009943344,PUT,False
412,1,3785,44,11.51579306530269,PUT,False
413,0,8540,43,7.194531820007994,PUT,False
414,1,7354,26,8.33206972719374,PUT,False
415,1,3564,25,8.949188322375253,PUT,False
416,1,1428,12,7.287514109665423,PUT,False
417,0,2767,16,9.975483220071043,PUT,False
418,1,2916,0,13.717843964216906,PUT,False
419,1,2625,20,12.454543429292105,PUT,False
420,0,83,14,10.057325477285527,PUT,False
421,1,3463,36,11.34399315641675,PUT,False
422,0,8905,7,8.200974730238276,PUT,False
423,1,173,49,6.184193543695945,PUT,False
424,1,9019,42,9.497291677045883,PUT,False
425,1,4432,11,7.43318994341853,PUT,False
426,0,2543,25,12.641454818970875,PUT,False
427,1,4862,42,8.234525652549596,PUT,False
428,1,2650,27,6.979033384640796,PUT,False
429,1,5144,20,11.782301092856981,PUT,False
430,0,3006,26,10.565708390326144,PUT,False
431,0,3270,35,7.751142444400879,PUT,False
432,0,1633,21,10.190968196284768,PUT,False
433,1,9541,7,7.811592480280747,PUT,False
434,1,3567,41,13.230915221772964,PUT,False
435,0,3264,35,10.26897376655945,PUT,True
436,1,8061,39,6.916085978462717,PUT,False
437,0,544,22,6.98464914236181,PUT,False
438,1,3711,5,8.739925140458519,PUT,False
439,1,9704,35,10.148519957068993,PUT,False
440,1,5597,12,13.348471422582222,PUT,False
441,1,1045,45,9.575384506519173,PUT,False
442,1,4830,26,8.098691271212356,PUT,False
443,1,4707,38,7.4102454034721665,PUT,False
444,0,879,28,6.760326530455179,PUT,False
445,1,2008,39,12.197750579148385,PUT,False
446,0,7059,4,8.222727913017495,PUT,False
447,1,3890,9,12.112754283021353,PUT,False
448,1,8311,5,13.594338044419604,PUT,False
449,0,856,33,12.097645113796553,PUT,False
450,0,9503,21,11.965151283882019,PUT,False
451,0,2700,39,9.910968935733752,PUT,False
452,0,7194,13,11.421045944612104,PUT,False
453,1,3533,16,7.981220025995903,PUT,False
454,0,8931,3,5.948222453419564,PUT,False
455,1,2983,3,10.383855770407248,PUT,False
456,1,3668,26,10.64851513141825,PUT,False
457,0,9906,35,7.8525332990688295,PUT,False
458,1,7583,1,9.195661615078498,PUT,False
459,1,813,17,13.765495763387184,PUT,False
460,1,414,2,11.975531931839837,PUT,False
461,1,9779,34,11.909272097717551,PUT,False
462,0,9639,25,8.499199164365827,PUT,False
463,1,4821,28,9.897133405017403,PUT,False
464,1,3912,7,8.773232586392954,PUT,False
465,0,5417,39,7.7844191930420905,PUT,False
466,1,7028,16,14.282007046512796,PUT,False
467,0,167,47,13.392464219975754,PUT,False
468,1,9101,38,12.220491205751296,PUT,False
469,1,3182,11,12.81588769312547,PUT,False
470,1,5660,37,10.830035902145159,PUT,False
471,1,6640,46,11.73805692740829,PUT,False
472,1,954,30,10.404743080611913,PUT,False
473,0,4881,24,11.715520357278816,PUT,False
474,0,4640,41,8.61230446380377,PUT,False
475,0,4252,47,12.197976633942584,PUT,False
476,0,4182,13,9.584719426142359,PUT,False
477,0,5784,32,7.60227015602393,PUT,False
478,0,869,16,9.168820535552154,PUT,False
479,0,2581,10,10.935792780733793,PUT,False
480,1,2032,10,6.7708532081674235,PUT,False
481,0,8429,31,11.900938883014273,PUT,False
482,1,9209,33,7.053413360313125,PUT,False
483,0,6448,24,9.502259997274193,PUT,False
484,0,3292,31,11.149282348575285,PUT,False
485,1,4162,37,9.824434991712716,PUT,False
486,1,7720,24,8.392039650025561,PUT,False
487,1,3733,37,9.864390243656747,PUT,False
488,0,6426,0,7.628710430542189,PUT,False
489,1,4878,6,12.354702520727743,PUT,False
490,0,9296,8,14.125908012465535,PUT,False
491,1,4296,25,11.977659316773986,PUT,False
492,1,7353,21,13.21725427815909,PUT,False
493,0,8483,39,12.474193524226425,PUT,False
494,0,7873,1,13.558068245041966,PUT,False
495,1,7946,10,8.894892385333645,PUT,False
496,1,2653,48,14.334220101237806,PUT,False
497,0,4295,44,8.213615503952132,PUT,False
498,1,5435,5,6.6415804442185795,PUT,False
499,1,9166,11,9.89755743388955,PUT,False
500,0,5623,29,10.018750217565788,PUT,False
501,1,8165,13,10.668371429874817,PUT,False
502,0,6703,48,8.930210489039302,PUT,False
503,0,5996,3,8.272147426570875,PUT,True
504,0,9088,40,6.442502026242696,PUT,False
505,0,9457,34,12.530556231692028,PUT,False
506,0,8259,43,13.968540743204644,PUT,False
507,0,6779,47,8.405167364968316,PUT,False
508,1,9421,35,9.156263449859692,PUT,False
509,0,1564,45,6.90756843097046,PUT,False
510,1,5487,40,10.635314670668887,PUT,False
511,0,2715,30,7.069169512543495,PUT,False
512,0,7478,22,14.450193263947815,PUT,False
513,1,5019,2,8.9333510978434,PUT,False
514,0,7527,15,10.902423572334664,PUT,False
515,1,2531,5,6.475728642741198,PUT,False
516,1,2315,38,13.59522784580667,PUT,False
517,1,3505,26,7.416509552131093,PUT,False
518,1,4503,44,6.729780988293861,PUT,False
519,1,7096,6,5.8020394267547655,PUT,False
520,0,3319,29,6.848881211778583,PUT,False
521,1,8746,25,13.476323658131896,PUT,False
522,1,2616,21,13.193854269246943,PUT,False
523,0,2757,49,11.77650683344154,PUT,False
524,0,9135,46,8.783790885363654,PUT,False
525,1,2790,31,12.197234888268406,PUT,False
526,1,9300,4,9.511612306279664,PUT,False
527,1,4529,26,14.906395927052078,PUT,False
528,0,8314,1,6.1578737522061235,PUT,False
529,0,9925,38,8.9076616485496,PUT,False
530,1,5427,5,14.060468271788467,PUT,False
531,0,5896,10,13.039217847270494,PUT,False
532,1,4151,47,7.194376783620733,PUT,False
533,1,6918,11,10.597430539297479,PUT,False
534,0,1685,0,9.788609756023998,PUT,False
535,0,2601,19,8.426734390530116,PUT,False
536,0,5200,41,11.06572814416211,PUT,False
537,1,3575,3,6.939467229320598,PUT,False
538,1,988,29,8.88168752061737,PUT,False
539,1,2275,35,11.157484183123382,PUT,False
540,0,8575,7,8.04712506651449,PUT,False
541,1,2850,21,10.256561459700707,PUT,False
542,1,2952,21,13.967785568151415,PUT,False
543,0,4180,27,10.966839347020676,PUT,False
544,1,9288,38,12.467220338076697,PUT,False
545,1,6516,5,10.027551912927088,PUT,False
546,1,5840,0,12.605426703430378,PUT,False
547,0,1517,45,9.346493141989406,PUT,False
548,0,9582,24,6.744386876277257,PUT,False
549,0,7098,24,14.868659354734456,PUT,False
550,0,5429,15,12.63084858835067,PUT,False
551,1,7877,48,14.374961586994617,PUT,False
552,1,1149,16,10.12963615650945,PUT,True
553,1,658,14,9.715915452554313,PUT,False
554,0,4454,47,10.12546955311368,PUT,False
555,0,2699,20,9.658501663832684,PUT,False
556,1,3459,13,8.144043116622802,PUT,False
557,0,3110,10,7.452789446068649,PUT,False
558,0,4074,44,6.6938568044241675,PUT,False
559,0,6453,49,7.371129219851898,PUT,False
560,0,4082,49,11.89737418571553,PUT,False
561,1,4687,12,11.489020211108546,PUT,False
562,0,6405,12,13.31768696642335,PUT,False
563,0,9070,2,7.481938665789409,PUT,False
564,0,3010,13,10.739822901337932,PUT,False
565,0,2744,0,10.96153972612329,PUT,False
566,0,5751,44,7.215619860475181,PUT,False
567,0,7811,17,12.247586701379792,PUT,False
568,1,4744,28,8.620824123658227,PUT,False
569,0,7736,2,8.715563456892264,PUT,False
570,1,443,28,6.486112819944495,PUT,False
571,1,4472,7,8.387577116758038,PUT,False
572,0,9194,10,11.376892413314188,PUT,False
573,0,9415,5,7.367280547676242,PUT,False
574,1,3783,44,10.133398662402376,PUT,False
575,0,4859,25,12.857331502269554,PUT,False
576,1,4889,48,5.9820688519993706,PUT,False
577,1,5197,36,9.925404653931533,PUT,False
578,1,6765,23,10.454997862223658,PUT,False
579,0,3725,36,11.193125606784983,PUT,False
580,0,991,40,10.20751033856008,PUT,False
581,1,6590,46,13.606649770573123,PUT,False
582,0,6251,48,10.830973253049669,PUT,False
583,0,3358,34,8.507651793721008,PUT,False
584,1,4391,42,12.10285187511376,PUT,False
585,0,5259,22,10.575720401822773,PUT,False
586,1,3193,2,11.882532635156705,PUT,False
587,1,8351,38,8.103881409914584,PUT,False
588,1,5279,15,15.204996645155504,PUT,False
589,1,1089,4,10.615459132975515,PUT,False
590,1,5916,0,15.2124109210442,PUT,False
591,1,6248,36,13.315893639391618,PUT,False
592,1,912,30,9.002136666969042,PUT,False
593,1,6877,20,14.248412023903049,PUT,False
594,0,156,13,8.99301170821555,PUT,False
595,1,7849,14,10.348067940023114,PUT,False
596,1,2419,10,9.44456493946961,PUT,False
597,1,9792,33,8.004137722300698,PUT,False
598,0,1658,15,9.063220990476724,PUT,False
599,0,408,0,10.75296953168983,PUT,False
600,1,655,5,12.510539259845038,PUT,False
601,0,3116,13,8.895891388792478,PUT,False
602,0,4324,6,9.516043953214766,PUT,False
603,0,9485,49,11.690266425205248,PUT,False
604,1,6488,41,13.067797714466124,PUT,False
605,0,7140,31,7.538138486756926,PUT,False
606,0,7896,46,13.596088093082606,PUT,False
607,1,3017,46,12.146857023357585,PUT,False
