,worker_id,package_id,region_id,error_rate,operation,label
97,0,619,11,0.00030564791988085105,PUT,False
98,6,244,12,4.695052122061933e-05,PUT,False
99,11,610,9,0.00028445133297710695,PUT,False
100,11,964,12,0.00016216149309577243,PUT,False
101,14,972,9,0.00022512671123462043,PUT,False
102,4,95,12,0.00023497923993650595,PUT,False
103,9,365,16,0.00033225358158057587,PUT,False
104,7,274,1,0.0002080142783448871,PUT,False
105,4,949,15,0.0004263659420539256,PUT,False
106,13,956,14,0.0003027175674804646,PUT,False
107,6,542,9,0.00044976010838005857,PUT,False
108,9,631,10,0.0006539571549830115,PUT,False
109,9,258,12,0.0006236401613343177,PUT,False
110,9,351,5,0.00030324106750611197,PUT,False
111,9,752,4,0.0004036188711560732,PUT,False
112,14,196,13,0.00019805692086245435,PUT,False
113,14,47,0,5.174329663309315e-06,PUT,False
114,0,920,8,0.0002092114732164436,PUT,False
115,14,837,1,0.0003260075339491898,PUT,False
116,10,471,2,0.0007286269105797618,PUT,False
117,0,201,14,4.81704183553057e-06,PUT,False
118,4,688,8,1.426242653507356e-05,PUT,False
119,8,408,9,7.315998646976694e-05,PUT,False
120,8,632,3,0.0003242925604100859,PUT,False
121,11,217,6,1.503142004382196e-05,PUT,False
122,13,318,4,0.0010841392259449256,PUT,False
123,0,700,1,0.0001824722631088962,PUT,False
124,6,159,13,8.300595510246566e-05,PUT,False
125,11,89,0,0.00028190679791067103,PUT,False
126,11,782,13,0.0003087278792635406,PUT,False
127,12,354,5,0.00016393645866370776,PUT,False
128,0,381,16,0.00024400558245668672,PUT,False
129,2,713,10,0.00017529396255103552,PUT,False
130,4,371,9,0.0005361149740667133,PUT,False
131,14,832,16,2.5570192396379824e-05,PUT,False
132,7,585,14,0.00026980871791538156,PUT,False
133,13,23,6,0.00020114335414326453,PUT,False
134,10,163,1,4.470753607761947e-05,PUT,False
135,1,291,1,0.0003090910013716064,PUT,False
136,14,460,10,6.644669695860192e-05,PUT,False
137,6,165,14,0.00016468437934589208,PUT,False
138,12,60,4,0.0001601545515613547,PUT,False
139,4,921,1,0.0001960622028802977,PUT,False
140,9,379,10,0.0002654162076356427,PUT,False
141,5,914,8,5.9616755594545584e-05,PUT,False
142,3,988,7,0.0004041242703027346,PUT,False
143,8,182,10,0.0001505477958836303,PUT,False
144,1,279,1,0.00031567657776083937,PUT,False
145,12,501,13,1.0268755262675436e-05,PUT,False
146,4,930,0,0.0002308729073279088,PUT,False
147,9,617,4,0.000816171921958127,PUT,False
148,13,838,16,0.0005778929593228464,PUT,False
149,1,902,4,3.863699582533088e-06,PUT,False
150,7,36,10,2.6685877310389892e-05,PUT,False
151,6,40,14,0.00024682395935901526,PUT,False
152,10,286,2,7.167786169528828e-05,PUT,False
153,10,798,15,0.00020034086344590621,PUT,False
154,2,635,5,6.438201497449566e-05,PUT,False
155,14,577,6,0.00022948441459039222,PUT,False
156,13,484,6,0.0002475079619307553,PUT,False
157,7,139,6,0.0002471828293871929,PUT,False
158,13,52,13,0.00030916442958520726,PUT,False
159,13,852,8,0.00039874687629988314,PUT,False
160,9,875,6,7.85128352336011e-05,PUT,False
161,11,813,13,5.4326208032931134e-05,PUT,False
162,4,935,16,1.0765958630455586e-05,PUT,False
163,6,26,4,0.0005833161457196996,PUT,False
164,5,989,8,0.0004626873086338342,PUT,False
165,4,68,16,5.500384180745438e-05,PUT,False
166,10,596,1,0.000147156046043423,PUT,False
167,12,917,9,0.0001587768542897851,PUT,False
168,11,734,5,0.00015643502689700423,PUT,False
169,13,773,4,0.0005725100609147365,PUT,False
170,5,675,4,0.00027307356946511924,PUT,False
171,14,298,13,0.0002537183447012576,PUT,False
172,14,984,8,0.00021980555813072634,PUT,False
173,7,272,11,0.0006371437680274754,PUT,False
174,9,725,9,6.741614050995921e-05,PUT,False
175,1,977,14,0.00012708539957813187,PUT,False
176,3,194,11,0.00013486115352858186,PUT,False
177,1,702,12,1.6853254855491917e-05,PUT,False
178,2,818,9,0.00012341555986052034,PUT,False
179,3,976,13,0.00011211166040112288,PUT,False
180,11,999,5,6.875853495507895e-05,PUT,False
181,9,867,13,8.701748646096783e-05,PUT,False
182,0,918,3,7.614395190558892e-05,PUT,False
183,14,65,4,8.128748094468216e-05,PUT,False
184,13,663,16,0.0002763806506416973,PUT,False
185,4,523,6,0.00011135580837195208,PUT,False
186,7,639,2,0.0005754867491615565,PUT,False
187,3,125,9,0.0006618579733940874,PUT,False
188,5,588,11,0.00023980420005838998,PUT,False
189,7,748,5,0.0005170769388006502,PUT,False
190,14,847,6,2.1611818400957592e-05,PUT,False
191,1,34,15,0.0003044883252680738,PUT,False
192,2,456,12,0.0002712779155016566,PUT,False
193,9,499,8,0.00015875372159970726,PUT,False
194,0,770,11,0.00018052238800796426,PUT,False
195,10,192,5,0.00026585432437228597,PUT,False
196,11,401,2,0.0003059350690687205,PUT,False
197,1,178,11,0.0009890463659332316,PUT,False
198,4,562,10,0.0010012276738531314,PUT,False
199,11,508,7,0.00012688668726412505,PUT,False
200,6,265,8,0.0005141000942909872,PUT,False
201,1,740,6,0.0004301653878163494,PUT,False
202,7,228,5,9.994548111844597e-05,PUT,False
203,7,882,8,0.0004274498377494474,PUT,False
204,0,92,5,0.0009113477166894455,PUT,False
205,5,854,1,0.0008198697923746087,PUT,False
206,7,909,4,0.00015373581689459386,PUT,False
207,9,513,2,0.0004785964269684822,PUT,False
208,7,981,5,0.0002781619232782443,PUT,False
209,7,394,15,0.0002598109867562407,PUT,False
210,5,824,11,0.0001039550888794213,PUT,False
211,14,331,2,0.0001975708674749729,PUT,False
212,3,712,13,0.00019662559997893006,PUT,False
213,14,666,4,0.00039947101349457697,PUT,False
214,11,135,5,0.0003443937376391995,PUT,False
215,11,739,8,7.890967844558397e-05,PUT,False
216,3,821,4,0.00041943662953179196,PUT,False
217,0,672,0,0.00025413121604130556,PUT,False
218,14,795,1,0.00021445891412260929,PUT,False
219,12,466,1,0.0002147877967322175,PUT,False
220,0,478,1,0.0004067293077422024,PUT,False
221,11,738,15,9.83864243856951e-05,PUT,False
222,3,121,2,0.0002534156657150522,PUT,False
223,4,433,8,0.00014211987679508672,PUT,False
224,5,836,8,0.0005258001242267942,PUT,False
225,10,625,12,0.00013716670824372238,PUT,False
226,3,429,14,0.00011809528888413883,PUT,False
227,11,729,1,0.0005581887606656486,PUT,False
228,5,938,9,0.00024931121745148347,PUT,False
229,3,721,0,0.000437281156120477,PUT,False
230,2,654,9,7.598196359557856e-05,PUT,False
231,14,1,9,0.0002505454701372679,PUT,False
232,5,222,6,0.0005287988492398701,PUT,False
233,0,884,14,0.0007901125872232837,PUT,False
234,14,443,9,0.0005717171604209866,PUT,False
235,11,767,8,0.0003560306710843427,PUT,False
236,9,911,7,0.00016484857736607505,PUT,False
237,3,569,0,2.708413398497371e-05,PUT,False
238,7,626,2,0.00026075693548704146,PUT,False
239,9,417,11,0.0002764663480424355,PUT,False
240,11,130,4,5.351566313407618e-05,PUT,False
241,2,517,14,8.023302045766214e-05,PUT,False
242,3,906,4,6.709782226069173e-05,PUT,False
243,4,859,15,0.0005956881411742531,PUT,False
244,8,4,2,0.00012306900420370041,PUT,False
245,3,863,9,0.00028968037535639213,PUT,False
246,10,957,13,0.0005259039894017273,PUT,False
247,7,807,7,0.0003984819464918148,PUT,False
248,7,467,9,0.00014148292528482154,PUT,False
249,7,29,8,5.132693825078159e-05,PUT,False
250,3,607,0,0.00017081693248983577,PUT,False
251,13,238,16,0.00032971392601513835,PUT,False
252,14,684,0,0.0006694285571191189,PUT,False
253,7,516,7,0.00022665253105606648,PUT,False
254,10,871,1,5.552418211540037e-05,PUT,False
255,11,481,8,0.00011335520326567701,PUT,False
256,1,900,13,7.731425436655742e-05,PUT,False
257,3,578,13,0.00012369562530529116,PUT,False
258,1,834,11,0.0008725580722782438,PUT,False
259,5,283,14,1.2051578691549086e-05,PUT,False
260,9,440,3,0.0005801337121710994,PUT,False
261,11,402,5,0.00029833352157459283,PUT,False
262,14,83,7,0.00012087326800437456,PUT,False
263,5,564,13,8.953937010869065e-05,PUT,False
264,12,311,9,0.00013877345761148632,PUT,False
265,5,621,6,0.000392478159340025,PUT,False
266,0,369,7,0.0004687582625669449,PUT,False
267,10,794,7,0.0006208930176656869,PUT,False
268,0,111,10,0.0005187765189252241,PUT,False
269,11,579,2,0.0003894856920794047,PUT,False
270,2,462,10,0.00016886191359776403,PUT,False
271,14,741,1,0.00036720137271555037,PUT,False
272,10,179,6,0.0004386013435414174,PUT,False
273,3,185,15,0.00018448493402458148,PUT,False
274,6,714,11,0.00011900173069188118,PUT,False
275,11,581,15,2.3259048435744197e-05,PUT,False
276,13,469,15,0.0003179622532264322,PUT,False
277,14,307,12,0.00020338055459730528,PUT,False
278,8,572,4,0.00015932578029251594,PUT,False
279,9,966,16,0.0005695786117173486,PUT,False
280,8,11,10,0.0004977834078994558,PUT,False
281,10,899,14,0.0008539161155982674,PUT,False
282,1,347,9,5.225223259276807e-07,PUT,False
283,13,104,14,0.00046675527185923766,PUT,False
284,9,805,10,0.00018531566779640666,PUT,False
285,13,22,3,0.0002069405039104507,PUT,False
286,13,486,8,0.0003206343927564669,PUT,False
287,9,916,10,0.00011517923474551581,PUT,False
288,7,358,13,0.00011795130851054747,PUT,False
289,7,53,5,0.0002503028445132178,PUT,False
290,14,162,7,8.325472839506165e-05,PUT,False
291,11,941,13,0.0002306255621194874,PUT,False
292,12,779,2,0.00018648269437406394,PUT,False
293,14,983,13,0.0006085041151723581,PUT,False
294,4,190,3,0.000548815319556408,PUT,False
295,13,799,4,0.0004653392944625427,PUT,False
296,0,878,15,0.0006094153391389031,PUT,False
297,12,200,0,0.0005617774485049712,PUT,False
298,2,892,16,1.3808874974669074e-05,PUT,False
299,9,545,16,0.00027915440034722124,PUT,False
300,3,249,2,0.00044457995624689565,PUT,False
301,13,333,12,8.873052106706035e-05,PUT,False
302,8,211,0,9.065107815743995e-05,PUT,False
303,9,398,9,0.00023093963369856473,PUT,False
304,2,536,11,1.917520387394138e-05,PUT,False
305,5,229,1,0.00035621639325850374,PUT,False
306,11,522,14,0.0006793255012214142,PUT,False
307,13,868,10,0.00032159044122503076,PUT,False
308,4,693,0,0.00045815848959290237,PUT,False
309,7,754,10,0.00023012623561807983,PUT,False
310,6,908,8,4.908413090430436e-05,PUT,False
311,13,278,0,0.0003540009099372078,PUT,False
312,5,348,6,0.0003032666076104185,PUT,False
313,2,620,1,0.0002777494748869855,PUT,False
314,6,288,3,4.443828774681997e-05,PUT,False
315,11,979,9,5.1597707675783385e-05,PUT,False
316,8,856,4,0.0002971226818332413,PUT,False
317,1,9,4,3.947471657872999e-05,PUT,False
318,11,595,12,0.00014797258356577715,PUT,False
319,12,699,4,0.000822043043878459,PUT,False
320,10,240,8,0.00039202443516176457,PUT,False
321,10,680,10,0.0002833226221959525,PUT,False
322,13,483,1,9.281299839942863e-05,PUT,False
323,10,952,1,0.0002649596861461057,PUT,False
324,10,167,12,0.000538460402064167,PUT,False
325,13,849,10,0.00021654047559055623,PUT,False
326,8,96,16,8.461203451053181e-05,PUT,False
327,14,250,16,0.0003117565710383298,PUT,False
328,9,530,7,0.0005311905966270871,PUT,False
329,10,512,11,0.00031914360941647744,PUT,False
330,2,5,3,0.00023722742756128166,PUT,False
331,1,324,6,0.00026913735011756897,PUT,False
332,7,342,7,0.0001677885609688156,PUT,False
333,7,913,15,0.00015552159711521656,PUT,False
334,8,312,0,0.00019184396355728328,PUT,False
335,1,730,0,0.00019888752615644369,PUT,False
336,3,411,16,0.00019754297666732488,PUT,False
337,4,188,12,0.00038973469240950254,PUT,False
338,14,905,12,0.0005481495094850446,PUT,False
339,4,243,10,1.497750322213443e-05,PUT,False
340,7,473,13,0.0003250547438343788,PUT,False
341,5,756,9,0.0003267698246928521,PUT,False
342,6,727,13,0.00048199534936604806,PUT,False
343,14,150,0,0.0005289236366288667,PUT,False
344,8,570,6,0.00042112922642106106,PUT,False
345,12,885,15,0.00014408335371835415,PUT,False
346,13,315,14,3.4348129062318725e-05,PUT,False
347,7,448,7,0.0005845005833157652,PUT,False
348,4,862,4,0.00020553051007677793,PUT,False
349,3,156,0,0.00023650592537284324,PUT,False
350,11,340,9,7.132530896157833e-05,PUT,False
351,5,494,4,0.00015275147324681632,PUT,False
352,6,490,2,3.921150684201184e-05,PUT,False
353,6,325,15,0.00031058443466649435,PUT,False
354,5,247,2,0.00021728806518481363,PUT,False
355,5,599,9,0.0009163264041944686,PUT,False
356,5,450,16,0.00019087801228889024,PUT,False
357,4,846,0,0.0003101000257768301,PUT,False
358,14,173,3,0.00012391830753252363,PUT,False
359,4,641,12,0.0003850009199741184,PUT,False
360,0,556,16,3.750538484968889e-05,PUT,False
361,13,642,9,0.0001031195199134425,PUT,False
362,12,489,5,0.0004443051986632115,PUT,False
363,2,289,10,5.143770682395152e-05,PUT,False
364,9,755,6,0.0003606675278092131,PUT,False
365,14,405,9,5.8386729492419155e-05,PUT,False
366,14,41,2,0.00016607854725800386,PUT,False
367,0,93,9,0.0004272709480513896,PUT,False
368,5,762,1,0.00010499763187496954,PUT,False
369,14,48,11,2.3873801865219064e-05,PUT,False
370,13,718,10,0.0001256328978819708,PUT,False
371,12,140,11,0.000969675834552166,PUT,False
372,3,634,11,0.00019500257447695602,PUT,False
373,6,498,7,0.00014279835833752287,PUT,False
374,14,590,0,0.0006540459872930435,PUT,False
375,0,464,12,0.00036398649440474247,PUT,False
376,6,454,16,0.0005912480235839668,PUT,False
377,1,50,6,0.0003448573225945758,PUT,False
378,14,376,6,0.00018678722853723853,PUT,False
379,6,614,11,0.00018078471149643265,PUT,False
380,11,583,8,0.0005521476015436515,PUT,False
381,9,302,3,0.00037875750015011546,PUT,False
382,0,55,2,0.00024855103384465664,PUT,False
383,8,338,11,0.00024871485661544153,PUT,False
384,1,445,9,0.0003982702069684416,PUT,False
385,7,391,1,0.00026969137098430005,PUT,False
386,0,21,9,0.000446430130014957,PUT,False
387,12,120,0,0.00023515230909753698,PUT,False
388,2,388,6,0.00021935004952949874,PUT,False
389,6,891,14,0.0003264173402281308,PUT,False
390,12,71,9,0.0003919685484041595,PUT,False
391,2,866,6,0.00027222382637976587,PUT,False
392,4,707,5,5.169528050294032e-05,PUT,False
393,11,629,5,0.0003464968926100308,PUT,False
394,7,212,5,6.173377500833046e-05,PUT,False
395,10,290,10,0.00010193762773854411,PUT,False
396,10,132,5,0.00011812994923414788,PUT,False
397,2,743,13,2.6205530616168575e-05,PUT,False
398,5,687,15,0.0003566763844910259,PUT,False
399,1,444,5,0.00016630938330749968,PUT,False
400,4,685,8,0.00026687181784522634,PUT,False
401,11,931,10,0.00047160803316571414,PUT,False
402,13,548,16,0.00012824561118273393,PUT,False
403,13,929,0,0.0003494387875372261,PUT,False
404,12,356,9,0.00012623285641560043,PUT,False
405,14,656,12,0.00013026664909342867,PUT,False
406,0,45,1,0.00013265863465449182,PUT,False
407,6,479,13,0.0009589271607094326,PUT,False
408,0,116,15,2.70349040444461e-05,PUT,False
409,4,804,13,0.0005634325195418017,PUT,False
410,3,38,6,0.00018993193863733488,PUT,False
411,4,582,16,0.00014258176436467772,PUT,False
412,3,142,4,7.029852298694566e-06,PUT,False
413,0,355,1,0.0004475771308974186,PUT,False
414,11,319,2,0.0005025417568502472,PUT,False
415,0,260,5,0.00010215373031852451,PUT,False
416,11,16,0,1.0219239451593754e-06,PUT,False
417,10,357,6,0.00046947778846959066,PUT,False
418,13,806,3,5.9595585843239e-05,PUT,False
419,9,287,13,7.918942899589148e-05,PUT,False
420,14,154,13,0.00029728404346075126,PUT,False
421,0,518,14,0.00025524947936812493,PUT,False
422,4,423,15,0.0003261215700037415,PUT,False
423,12,750,9,0.00027680586531868447,PUT,False
424,9,633,9,0.0004381433762055584,PUT,False
425,3,888,13,0.0005032586133976165,PUT,False
426,9,184,14,0.000139487583025502,PUT,False
427,5,835,15,9.818503749516384e-05,PUT,False
428,8,86,6,0.00071234226715159,PUT,False
429,10,349,4,1.2511066922377986e-05,PUT,False
430,12,385,9,0.0004686145850990899,PUT,False
431,7,951,4,0.0002145647452609222,PUT,False
432,13,2,2,0.0002181506040224375,PUT,False
433,2,793,7,0.00036299517402655225,PUT,False
434,9,811,16,0.00017826294304238176,PUT,False
435,5,627,12,0.0005108752830521644,PUT,False
436,8,667,13,7.694887802224003e-05,PUT,False
437,12,764,14,0.00047370899836880016,PUT,False
438,4,850,5,0.000523218359049186,PUT,False
439,10,668,0,0.00020215951750378208,PUT,False
440,9,660,3,0.0005633779668799213,PUT,False
441,9,305,12,0.0003101751589825895,PUT,False
442,3,108,8,0.00016543175489743965,PUT,False
443,12,360,9,1.7641926368667186e-06,PUT,False
444,5,151,9,0.00027548701914522006,PUT,False
445,10,698,12,0.00018675062255237905,PUT,False
446,6,943,16,6.684726202753071e-05,PUT,False
447,1,894,11,0.00026560824459618843,PUT,False
448,10,343,6,0.00030894765736398736,PUT,False
449,10,550,12,1.1720407933141508e-05,PUT,False
450,1,535,0,0.00042515780152444226,PUT,False
451,11,723,11,3.2471659492461556e-08,PUT,False
452,10,432,12,5.979486537431263e-05,PUT,False
453,12,650,16,0.00012835105423107985,PUT,False
454,10,746,2,0.0007271936374318085,PUT,False
455,5,269,10,0.00046325826683328526,PUT,False
456,10,474,13,0.00014430377625258576,PUT,False
457,7,197,5,0.0001902692007187063,PUT,False
458,13,328,14,0.0003308761773622211,PUT,False
459,2,705,15,0.000759453928771451,PUT,False
460,5,842,4,0.00033333445593926146,PUT,False
461,9,393,15,4.093059833587094e-05,PUT,False
462,3,326,15,0.000228320843971083,PUT,False
463,10,170,10,0.0002753354908095311,PUT,False
464,6,146,7,0.000991041401193716,PUT,False
465,2,373,0,0.0005145884185827664,PUT,False
466,8,587,11,0.0002783969582917486,PUT,False
467,3,560,6,0.0001487063601276219,PUT,False
468,2,327,13,0.00011980660908040418,PUT,False
469,6,472,14,3.408880722642469e-05,PUT,False
470,4,191,11,0.0001474163977481039,PUT,False
471,12,701,8,7.998961679733022e-05,PUT,False
472,10,438,8,6.200611320473297e-06,PUT,False
473,3,392,6,0.00012604671899457416,PUT,False
474,2,673,1,0.0002375348615752712,PUT,False
475,2,896,9,0.0002165733902045991,PUT,False
476,4,207,12,0.00023906362458133137,PUT,False
477,11,81,7,0.0005137035622858483,PUT,False
478,12,529,10,0.0005146569478812887,PUT,False
479,0,747,13,0.0001445074284971514,PUT,False
480,3,647,12,0.0005582722293090872,PUT,False
481,12,722,6,0.00021312738688486718,PUT,False
482,12,257,8,0.000511096673033811,PUT,False
483,11,263,14,0.00012668288146891243,PUT,False
484,7,521,5,0.00012237500490029868,PUT,False
485,7,791,14,0.0008292431377893789,PUT,False
486,7,219,7,0.00018390475689515173,PUT,False
487,7,91,4,0.00015083123740113278,PUT,False
488,11,79,9,0.0004934661681874597,PUT,False
489,10,128,1,0.00023485047196382077,PUT,False
490,8,876,2,0.0005971141988132348,PUT,False
491,11,176,15,7.710177680158307e-05,PUT,False
492,1,509,1,9.847129205012887e-06,PUT,False
493,1,960,12,0.00040430461652476806,PUT,False
494,7,903,2,0.0001784747292100275,PUT,False
495,8,133,4,0.00027102103891044304,PUT,False
496,12,515,14,0.0003478339216739008,PUT,False
497,10,270,0,6.273592500564683e-05,PUT,False
498,1,389,7,0.00026494628574578387,PUT,False
499,8,476,12,0.000464602961889201,PUT,False
500,9,252,3,0.0003292558267956714,PUT,False
501,3,597,13,0.0004818300058415973,PUT,False
502,4,947,16,0.00028773655958041014,PUT,False
503,4,334,0,9.967455384747608e-05,PUT,False
504,12,336,14,0.00016243482299699186,PUT,False
505,7,643,11,3.396338048755228e-05,PUT,False
506,11,322,1,0.00030994470725026057,PUT,False
507,7,732,9,0.00028385201183632925,PUT,False
508,11,403,1,0.000418934441521954,PUT,False
509,13,623,2,1.4698282542370514e-05,PUT,False
510,4,377,9,0.00033764151013460076,PUT,False
511,8,226,4,5.95397202934039e-05,PUT,False
512,5,397,0,0.00032841272135429605,PUT,False
513,7,345,7,0.0003380595905236657,PUT,False
514,4,833,7,0.0007676241063590776,PUT,False
515,11,736,7,0.00013018310902141898,PUT,False
516,13,546,14,0.00018145848959353662,PUT,False
517,3,890,0,0.0006830217363311802,PUT,False
518,12,27,16,0.0002674817458703519,PUT,False
519,8,604,12,0.0004124444833302289,PUT,False
520,5,825,3,0.00035619900583487124,PUT,False
521,6,520,1,0.00039423589455600343,PUT,False
522,7,61,2,0.0002051624389786869,PUT,False
523,6,203,15,0.00039942807288211843,PUT,False
524,4,580,3,0.0008131089410215339,PUT,False
525,13,221,0,0.00027810838927441327,PUT,False
526,7,568,12,0.0001563398599241314,PUT,False
527,2,99,9,0.000504826180870367,PUT,False
528,11,716,11,1.0350535431907591e-05,PUT,False
529,3,256,15,2.674126796408043e-06,PUT,False
530,6,138,8,7.820466737876111e-05,PUT,False
531,14,879,5,0.00018416610293560336,PUT,False
532,14,600,13,0.000169919441552467,PUT,False
533,10,74,6,7.520161738654934e-05,PUT,False
534,4,493,9,0.000693209964753479,PUT,False
535,3,497,7,0.0005612840093300041,PUT,False
536,8,992,5,0.0002738596833829101,PUT,False
537,12,118,15,0.000446799150844286,PUT,False
538,8,7,15,0.00012395267077233387,PUT,False
539,11,216,11,0.0002338487970222816,PUT,False
540,0,733,13,0.00033314058649255656,PUT,False
541,5,912,14,0.00017005239810121838,PUT,False
542,1,968,12,0.00019724338891867742,PUT,False
543,2,323,8,0.0005917520359828148,PUT,False
544,14,137,5,0.0007184131860265096,PUT,False
545,12,533,13,0.00030460798988977505,PUT,False
546,7,415,0,1.6668875320306642e-06,PUT,False
547,2,554,5,0.000256529545299406,PUT,False
548,8,14,4,1.2967698833690878e-06,PUT,False
549,14,183,1,0.00015706033189226792,PUT,False
550,9,726,15,3.783305720717623e-05,PUT,False
551,1,416,0,0.000318613785424334,PUT,False
552,2,39,0,0.0006083279178977632,PUT,False
553,2,557,11,4.326719533587372e-05,PUT,False
554,5,383,13,0.00019244604923981294,PUT,False
555,3,768,15,0.00015860625447250586,PUT,False
556,5,503,10,0.0005896592217135813,PUT,False
557,8,20,8,0.0005551889568642046,PUT,False
558,3,637,3,0.00020885823117122848,PUT,False
559,1,337,14,5.645123324993608e-05,PUT,False
560,4,374,10,0.0003832956582037896,PUT,False
561,4,172,5,3.796488293031648e-05,PUT,False
562,8,248,12,0.0002585219842708804,PUT,False
563,8,683,8,0.0005511490591322385,PUT,False
564,3,378,11,3.867807138151447e-05,PUT,False
565,10,551,11,0.00019131865156095878,PUT,False
566,7,149,6,0.00010069517039046885,PUT,False
567,12,424,13,0.0005641391338159551,PUT,False
568,11,56,1,0.00056075570180238,PUT,False
569,9,19,11,0.00031123278709365343,PUT,False
570,13,43,12,7.17584129873818e-05,PUT,False
571,4,143,13,6.413191649432485e-05,PUT,False
572,8,422,15,0.0004925877409216446,PUT,False
573,4,624,3,8.940931785536021e-05,PUT,False
574,11,783,11,6.94153168465633e-05,PUT,False
